Edad simple;Sexo;Provincias;Periodo;Total
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2013;362.183
Todas las edades;Mujeres;20 Gipuzkoa;1 de enero de 2012;361.550
Todas las edades;Mujeres;17 Girona;1 de enero de 2021;391.572
Todas las edades;Mujeres;17 Girona;1 de enero de 2020;387.797
Todas las edades;Mujeres;17 Girona;1 de enero de 2019;382.538
Todas las edades;Mujeres;17 Girona;1 de enero de 2018;378.156
Todas las edades;Mujeres;17 Girona;1 de enero de 2017;375.021
Todas las edades;Mujeres;17 Girona;1 de enero de 2016;372.534
Todas las edades;Mujeres;17 Girona;1 de enero de 2015;371.015
Todas las edades;Mujeres;17 Girona;1 de enero de 2014;371.269
Todas las edades;Mujeres;17 Girona;1 de enero de 2013;372.890
Todas las edades;Mujeres;17 Girona;1 de enero de 2012;372.721
Todas las edades;Mujeres;18 Granada;1 de enero de 2021;468.653
Todas las edades;Mujeres;18 Granada;1 de enero de 2020;466.951
Todas las edades;Mujeres;18 Granada;1 de enero de 2019;463.997
Todas las edades;Mujeres;18 Granada;1 de enero de 2018;462.697
Todas las edades;Mujeres;18 Granada;1 de enero de 2017;462.186
Todas las edades;Mujeres;18 Granada;1 de enero de 2016;462.425
Todas las edades;Mujeres;18 Granada;1 de enero de 2015;463.269
Todas las edades;Mujeres;18 Granada;1 de enero de 2014;463.659
Todas las edades;Mujeres;18 Granada;1 de enero de 2013;464.159
Todas las edades;Mujeres;18 Granada;1 de enero de 2012;464.408
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2021;131.095
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2020;129.647
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2019;127.821
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2018;126.292
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2017;125.754
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2016;125.024
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2015;124.911
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2014;124.992
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2013;125.432
Todas las edades;Mujeres;19 Guadalajara;1 de enero de 2012;125.531
Todas las edades;Mujeres;21 Huelva;1 de enero de 2021;266.068
Todas las edades;Mujeres;21 Huelva;1 de enero de 2020;265.232
Todas las edades;Mujeres;21 Huelva;1 de enero de 2019;263.407
Todas las edades;Mujeres;21 Huelva;1 de enero de 2018;262.329
Todas las edades;Mujeres;21 Huelva;1 de enero de 2017;261.346
Todas las edades;Mujeres;21 Huelva;1 de enero de 2016;261.998
Todas las edades;Mujeres;21 Huelva;1 de enero de 2015;262.491
Todas las edades;Mujeres;21 Huelva;1 de enero de 2014;262.248
Todas las edades;Mujeres;21 Huelva;1 de enero de 2013;262.104
Todas las edades;Mujeres;21 Huelva;1 de enero de 2012;262.130
Todas las edades;Mujeres;22 Huesca;1 de enero de 2021;110.539
Todas las edades;Mujeres;22 Huesca;1 de enero de 2020;110.109
Todas las edades;Mujeres;22 Huesca;1 de enero de 2019;109.359
Todas las edades;Mujeres;22 Huesca;1 de enero de 2018;109.149
Todas las edades;Mujeres;22 Huesca;1 de enero de 2017;109.117
Todas las edades;Mujeres;22 Huesca;1 de enero de 2016;109.479
Todas las edades;Mujeres;22 Huesca;1 de enero de 2015;109.955
Todas las edades;Mujeres;22 Huesca;1 de enero de 2014;110.311
Todas las edades;Mujeres;22 Huesca;1 de enero de 2013;110.694
Todas las edades;Mujeres;22 Huesca;1 de enero de 2012;111.128
Todas las edades;Mujeres;23 Jaén;1 de enero de 2021;316.638
Todas las edades;Mujeres;23 Jaén;1 de enero de 2020;318.057
Todas las edades;Mujeres;23 Jaén;1 de enero de 2019;319.474
Todas las edades;Mujeres;23 Jaén;1 de enero de 2018;321.516
Todas las edades;Mujeres;23 Jaén;1 de enero de 2017;323.662
Todas las edades;Mujeres;23 Jaén;1 de enero de 2016;325.812
Todas las edades;Mujeres;23 Jaén;1 de enero de 2015;328.334
Todas las edades;Mujeres;23 Jaén;1 de enero de 2014;330.091
Todas las edades;Mujeres;23 Jaén;1 de enero de 2013;331.830
Todas las edades;Mujeres;23 Jaén;1 de enero de 2012;333.500
Todas las edades;Mujeres;24 León;1 de enero de 2021;232.401
Todas las edades;Mujeres;24 León;1 de enero de 2020;234.475
Todas las edades;Mujeres;24 León;1 de enero de 2019;236.114
Todas las edades;Mujeres;24 León;1 de enero de 2018;238.041
Todas las edades;Mujeres;24 León;1 de enero de 2017;240.041
Todas las edades;Mujeres;24 León;1 de enero de 2016;242.439
Todas las edades;Mujeres;24 León;1 de enero de 2015;245.163
Todas las edades;Mujeres;24 León;1 de enero de 2014;247.359
Todas las edades;Mujeres;24 León;1 de enero de 2013;249.864
Todas las edades;Mujeres;24 León;1 de enero de 2012;251.727
Todas las edades;Mujeres;25 Lleida;1 de enero de 2021;215.247
Todas las edades;Mujeres;25 Lleida;1 de enero de 2020;214.602
Todas las edades;Mujeres;25 Lleida;1 de enero de 2019;212.940
Todas las edades;Mujeres;25 Lleida;1 de enero de 2018;212.087
Todas las edades;Mujeres;25 Lleida;1 de enero de 2017;211.773
Todas las edades;Mujeres;25 Lleida;1 de enero de 2016;211.829
Todas las edades;Mujeres;25 Lleida;1 de enero de 2015;212.692
Todas las edades;Mujeres;25 Lleida;1 de enero de 2014;213.202
Todas las edades;Mujeres;25 Lleida;1 de enero de 2013;214.407
Todas las edades;Mujeres;25 Lleida;1 de enero de 2012;215.135
Todas las edades;Mujeres;27 Lugo;1 de enero de 2021;168.065
Todas las edades;Mujeres;27 Lugo;1 de enero de 2020;168.862
Todas las edades;Mujeres;27 Lugo;1 de enero de 2019;169.592
Todas las edades;Mujeres;27 Lugo;1 de enero de 2018;170.501
Todas las edades;Mujeres;27 Lugo;1 de enero de 2017;171.522
Todas las edades;Mujeres;27 Lugo;1 de enero de 2016;172.847
Todas las edades;Mujeres;27 Lugo;1 de enero de 2015;174.145
Todas las edades;Mujeres;27 Lugo;1 de enero de 2014;175.680
Todas las edades;Mujeres;27 Lugo;1 de enero de 2013;177.127
Todas las edades;Mujeres;27 Lugo;1 de enero de 2012;178.452
Todas las edades;Mujeres;28 Madrid;1 de enero de 2021;3.505.239
Todas las edades;Mujeres;28 Madrid;1 de enero de 2020;3.500.401
Todas las edades;Mujeres;28 Madrid;1 de enero de 2019;3.446.033
Todas las edades;Mujeres;28 Madrid;1 de enero de 2018;3.398.209
Todas las edades;Mujeres;28 Madrid;1 de enero de 2017;3.359.538
Todas las edades;Mujeres;28 Madrid;1 de enero de 2016;3.333.297
Todas las edades;Mujeres;28 Madrid;1 de enero de 2015;3.313.672
Todas las edades;Mujeres;28 Madrid;1 de enero de 2014;3.309.768
Todas las edades;Mujeres;28 Madrid;1 de enero de 2013;3.326.346
Todas las edades;Mujeres;28 Madrid;1 de enero de 2012;3.328.114
Todas las edades;Mujeres;29 Málaga;1 de enero de 2021;865.744
Todas las edades;Mujeres;29 Málaga;1 de enero de 2020;858.240
Todas las edades;Mujeres;29 Málaga;1 de enero de 2019;845.886
Todas las edades;Mujeres;29 Málaga;1 de enero de 2018;839.815
Todas las edades;Mujeres;29 Málaga;1 de enero de 2017;835.835
Todas las edades;Mujeres;29 Málaga;1 de enero de 2016;831.807
Todas las edades;Mujeres;29 Málaga;1 de enero de 2015;826.595
Todas las edades;Mujeres;29 Málaga;1 de enero de 2014;820.377
Todas las edades;Mujeres;29 Málaga;1 de enero de 2013;816.131
Todas las edades;Mujeres;29 Málaga;1 de enero de 2012;809.085
Todas las edades;Mujeres;30 Murcia;1 de enero de 2021;757.448
Todas las edades;Mujeres;30 Murcia;1 de enero de 2020;752.935
Todas las edades;Mujeres;30 Murcia;1 de enero de 2019;744.386
Todas las edades;Mujeres;30 Murcia;1 de enero de 2018;737.681
Todas las edades;Mujeres;30 Murcia;1 de enero de 2017;735.485
Todas las edades;Mujeres;30 Murcia;1 de enero de 2016;731.827
Todas las edades;Mujeres;30 Murcia;1 de enero de 2015;729.821
Todas las edades;Mujeres;30 Murcia;1 de enero de 2014;727.981
Todas las edades;Mujeres;30 Murcia;1 de enero de 2013;726.493
Todas las edades;Mujeres;30 Murcia;1 de enero de 2012;724.690
Todas las edades;Mujeres;31 Navarra;1 de enero de 2021;334.092
Todas las edades;Mujeres;31 Navarra;1 de enero de 2020;332.996
Todas las edades;Mujeres;31 Navarra;1 de enero de 2019;329.606
Todas las edades;Mujeres;31 Navarra;1 de enero de 2018;326.150
Todas las edades;Mujeres;31 Navarra;1 de enero de 2017;323.662
Todas las edades;Mujeres;31 Navarra;1 de enero de 2016;321.809
Todas las edades;Mujeres;31 Navarra;1 de enero de 2015;320.954
Todas las edades;Mujeres;31 Navarra;1 de enero de 2014;320.594
Todas las edades;Mujeres;31 Navarra;1 de enero de 2013;321.096
Todas las edades;Mujeres;31 Navarra;1 de enero de 2012;320.933
Todas las edades;Mujeres;32 Ourense;1 de enero de 2021;158.667
Todas las edades;Mujeres;32 Ourense;1 de enero de 2020;159.488
Todas las edades;Mujeres;32 Ourense;1 de enero de 2019;159.865
Todas las edades;Mujeres;32 Ourense;1 de enero de 2018;160.438
Todas las edades;Mujeres;32 Ourense;1 de enero de 2017;161.398
Todas las edades;Mujeres;32 Ourense;1 de enero de 2016;162.992
Todas las edades;Mujeres;32 Ourense;1 de enero de 2015;164.793
Todas las edades;Mujeres;32 Ourense;1 de enero de 2014;166.295
Todas las edades;Mujeres;32 Ourense;1 de enero de 2013;168.074
Todas las edades;Mujeres;32 Ourense;1 de enero de 2012;169.670
Todas las edades;Mujeres;34 Palencia;1 de enero de 2021;80.263
Todas las edades;Mujeres;34 Palencia;1 de enero de 2020;80.835
Todas las edades;Mujeres;34 Palencia;1 de enero de 2019;81.173
Todas las edades;Mujeres;34 Palencia;1 de enero de 2018;81.668
Todas las edades;Mujeres;34 Palencia;1 de enero de 2017;82.315
Todas las edades;Mujeres;34 Palencia;1 de enero de 2016;82.882
Todas las edades;Mujeres;34 Palencia;1 de enero de 2015;83.696
Todas las edades;Mujeres;34 Palencia;1 de enero de 2014;84.414
Todas las edades;Mujeres;34 Palencia;1 de enero de 2013;85.074
Todas las edades;Mujeres;34 Palencia;1 de enero de 2012;85.885
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2021;568.199
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2020;567.533
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2019;562.394
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2018;557.191
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2017;553.528
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2016;550.311
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2015;548.676
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2014;547.030
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2013;546.305
Todas las edades;Mujeres;35 Palmas, Las;1 de enero de 2012;542.836
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2021;488.814
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2020;488.554
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2019;486.486
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2018;485.991
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2017;486.325
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2016;486.994
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2015;488.236
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2014;488.927
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2013;490.207
Todas las edades;Mujeres;36 Pontevedra;1 de enero de 2012;491.025
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2021;161.681
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2020;161.367
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2019;160.012
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2018;159.308
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2017;158.958
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2016;158.821
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2015;158.930
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2014;159.217
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2013;160.150
Todas las edades;Mujeres;26 Rioja, La;1 de enero de 2012;160.633
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2021;168.533
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2020;169.938
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2019;170.487
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2018;171.162
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2017;172.112
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2016;173.313
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2015;174.844
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2014;175.965
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2013;177.184
Todas las edades;Mujeres;37 Salamanca;1 de enero de 2012;178.399
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2021;532.865
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2020;530.958
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2019;523.392
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2018;516.903
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2017;511.278
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2016;507.805
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2015;507.247
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2014;506.472
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2013;504.881
Todas las edades;Mujeres;38 Santa Cruz de Tenerife;1 de enero de 2012;502.146
Todas las edades;Mujeres;40 Segovia;1 de enero de 2021;76.474
Todas las edades;Mujeres;40 Segovia;1 de enero de 2020;76.390
Todas las edades;Mujeres;40 Segovia;1 de enero de 2019;76.310
Todas las edades;Mujeres;40 Segovia;1 de enero de 2018;76.421
Todas las edades;Mujeres;40 Segovia;1 de enero de 2017;76.760
Todas las edades;Mujeres;40 Segovia;1 de enero de 2016;77.196
Todas las edades;Mujeres;40 Segovia;1 de enero de 2015;77.882
Todas las edades;Mujeres;40 Segovia;1 de enero de 2014;78.458
Todas las edades;Mujeres;40 Segovia;1 de enero de 2013;79.628
Todas las edades;Mujeres;40 Segovia;1 de enero de 2012;80.458
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2021;997.433
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2020;995.725
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2019;991.912
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2018;989.666
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2017;988.605
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2016;987.585
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2015;987.170
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2014;986.431
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2013;986.621
Todas las edades;Mujeres;41 Sevilla;1 de enero de 2012;984.746
Todas las edades;Mujeres;42 Soria;1 de enero de 2021;43.857
Todas las edades;Mujeres;42 Soria;1 de enero de 2020;44.095
Todas las edades;Mujeres;42 Soria;1 de enero de 2019;43.970
Todas las edades;Mujeres;42 Soria;1 de enero de 2018;44.098
Todas las edades;Mujeres;42 Soria;1 de enero de 2017;44.201
Todas las edades;Mujeres;42 Soria;1 de enero de 2016;44.597
Todas las edades;Mujeres;42 Soria;1 de enero de 2015;45.081
Todas las edades;Mujeres;42 Soria;1 de enero de 2014;45.533
Todas las edades;Mujeres;42 Soria;1 de enero de 2013;45.944
Todas las edades;Mujeres;42 Soria;1 de enero de 2012;46.486
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2021;411.882
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2020;407.938
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2019;402.283
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2018;398.553
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2017;396.615
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2016;395.656
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2015;395.578
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2014;396.031
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2013;398.329
Todas las edades;Mujeres;43 Tarragona;1 de enero de 2012;399.394
Todas las edades;Mujeres;44 Teruel;1 de enero de 2021;66.116
Todas las edades;Mujeres;44 Teruel;1 de enero de 2020;66.098
Todas las edades;Mujeres;44 Teruel;1 de enero de 2019;66.087
Todas las edades;Mujeres;44 Teruel;1 de enero de 2018;66.338
Todas las edades;Mujeres;44 Teruel;1 de enero de 2017;66.690
Todas las edades;Mujeres;44 Teruel;1 de enero de 2016;67.095
Todas las edades;Mujeres;44 Teruel;1 de enero de 2015;67.719
Todas las edades;Mujeres;44 Teruel;1 de enero de 2014;68.339
Todas las edades;Mujeres;44 Teruel;1 de enero de 2013;69.039
Todas las edades;Mujeres;44 Teruel;1 de enero de 2012;69.678
Todas las edades;Mujeres;45 Toledo;1 de enero de 2021;352.925
Todas las edades;Mujeres;45 Toledo;1 de enero de 2020;350.017
Todas las edades;Mujeres;45 Toledo;1 de enero de 2019;345.673
Todas las edades;Mujeres;45 Toledo;1 de enero de 2018;342.748
Todas las edades;Mujeres;45 Toledo;1 de enero de 2017;342.242
Todas las edades;Mujeres;45 Toledo;1 de enero de 2016;342.253
Todas las edades;Mujeres;45 Toledo;1 de enero de 2015;343.039
Todas las edades;Mujeres;45 Toledo;1 de enero de 2014;344.299
Todas las edades;Mujeres;45 Toledo;1 de enero de 2013;346.708
Todas las edades;Mujeres;45 Toledo;1 de enero de 2012;347.143
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2021;1.322.582
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2020;1.318.144
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2019;1.302.399
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2018;1.295.406
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2017;1.288.917
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2016;1.285.162
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2015;1.285.233
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2014;1.285.949
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2013;1.292.282
Todas las edades;Mujeres;46 Valencia/València;1 de enero de 2012;1.296.975
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2021;266.381
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2020;267.046
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2019;266.548
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2018;266.694
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2017;267.368
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2016;268.146
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2015;269.139
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2014;269.538
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2013;270.655
Todas las edades;Mujeres;47 Valladolid;1 de enero de 2012;271.394
Todas las edades;Mujeres;49 Zamora;1 de enero de 2021;85.341
Todas las edades;Mujeres;49 Zamora;1 de enero de 2020;86.465
Todas las edades;Mujeres;49 Zamora;1 de enero de 2019;87.495
Todas las edades;Mujeres;49 Zamora;1 de enero de 2018;88.633
Todas las edades;Mujeres;49 Zamora;1 de enero de 2017;89.857
Todas las edades;Mujeres;49 Zamora;1 de enero de 2016;91.270
Todas las edades;Mujeres;49 Zamora;1 de enero de 2015;92.632
Todas las edades;Mujeres;49 Zamora;1 de enero de 2014;93.712
Todas las edades;Mujeres;49 Zamora;1 de enero de 2013;95.044
Todas las edades;Mujeres;49 Zamora;1 de enero de 2012;96.244
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2021;497.020
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2020;497.106
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2019;492.924
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2018;488.739
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2017;488.850
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2016;488.542
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2015;490.055
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2014;491.074
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2013;492.530
Todas las edades;Mujeres;50 Zaragoza;1 de enero de 2012;493.351
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2021;41.535
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2020;41.762
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2019;41.936
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2018;41.999
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2017;41.819
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2016;41.579
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2015;41.512
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2014;41.365
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2013;41.187
Todas las edades;Mujeres;51 Ceuta;1 de enero de 2012;40.877
Todas las edades;Mujeres;52 Melilla;1 de enero de 2021;42.627
Todas las edades;Mujeres;52 Melilla;1 de enero de 2020;42.566
Todas las edades;Mujeres;52 Melilla;1 de enero de 2019;42.324
Todas las edades;Mujeres;52 Melilla;1 de enero de 2018;42.224
Todas las edades;Mujeres;52 Melilla;1 de enero de 2017;42.046
Todas las edades;Mujeres;52 Melilla;1 de enero de 2016;41.749
Todas las edades;Mujeres;52 Melilla;1 de enero de 2015;41.451
Todas las edades;Mujeres;52 Melilla;1 de enero de 2014;41.006
Todas las edades;Mujeres;52 Melilla;1 de enero de 2013;40.479
Todas las edades;Mujeres;52 Melilla;1 de enero de 2012;39.476
